barriers_anthropogenic_id,stream_crossing_id,dam_id,modelled_crossing_id,crossing_source,crossing_type,crossing_name,barrier_status,linear_feature_id,blue_line_key,downstream_route_measure,wscode_ltree,localcode_ltree,watershed_group_code,dnstr_barriers_anthropogenic,observedspp_dnstr,observedspp_upstr,stream_order,stream_magnitude,gradient,watershed_upstr_ha,total_network_km,total_stream_km,total_lakereservoir_ha,total_wetland_ha,total_slopeclass03_waterbodies_km,total_slopeclass03_km,total_slopeclass05_km,total_slopeclass08_km,total_slopeclass15_km,total_slopeclass22_km,total_slopeclass30_km,total_belowupstrbarriers_network_km,total_belowupstrbarriers_stream_km,total_belowupstrbarriers_lakereservoir_ha,total_belowupstrbarriers_wetland_ha,total_belowupstrbarriers_slopeclass03_waterbodies_km,total_belowupstrbarriers_slopeclass03_km,total_belowupstrbarriers_slopeclass05_km,total_belowupstrbarriers_slopeclass08_km,total_belowupstrbarriers_slopeclass15_km,total_belowupstrbarriers_slopeclass22_km,total_belowupstrbarriers_slopeclass30_km,wct_network_km,wct_stream_km,wct_lakereservoir_ha,wct_wetland_ha,wct_slopeclass03_waterbodies_km,wct_slopeclass03_km,wct_slopeclass05_km,wct_slopeclass08_km,wct_slopeclass15_km,wct_slopeclass22_km,wct_slopeclass30_km,wct_belowupstrbarriers_network_km,wct_belowupstrbarriers_stream_km,wct_belowupstrbarriers_lakereservoir_ha,wct_belowupstrbarriers_wetland_ha,wct_belowupstrbarriers_slopeclass03_waterbodies_km,wct_belowupstrbarriers_slopeclass03_km,wct_belowupstrbarriers_slopeclass05_km,wct_belowupstrbarriers_slopeclass08_km,wct_belowupstrbarriers_slopeclass15_km,wct_belowupstrbarriers_slopeclass22_km,wct_belowupstrbarriers_slopeclass30_km,study_area,external_crossing_reference,utm_zone,stream_name,road_name,barrier_result_code,downstream_channel_width,habitat_value_code,consultant_name,image_view_url,reviewer,misc_point_id,my_text,my_priority,my_stream_name,my_road_name,modelled_crossing_id_corr,geometry,easting,northing
7517,NA,NA,4600149,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706820807,356552574,165.92971395760597,300.625474.584724.501797.310711.025766,300.625474.584724.501797.310711.025766,ELKR,NA,NA,NA,1,1,0.0319,NA,1.22,0.98,0,1.04,0.23,0.61,0.37,0,0,0,0,0.13,0.13,0,0,0,0,0.13,0,0,0,0,1.22,0.98,0,1.04,0.23,0.61,0.37,0,0,0,0,0.13,0.13,0,0,NA,0,0.13,0,0,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,640,NA,NA,NA,NA,NA,"c(652729.677775596, 5545781.11235764)",652729.6777755959,5545781.1123576425
3241,NA,2025,NA,BCDAMS,DAM,NA,BARRIER,706820551,356460872,1888.6471434440323,300.625474.584724.501797.317242.078030,300.625474.584724.501797.317242.078030,ELKR,"{10192,11603,11315,3216,11656,11319}",{WCT},NA,1,1,0.1434,NA,1.62,0.99,0,0,0.62,0,0.05,0,0.94,0,0,1.34,0.71,0,0,0.62,0,0,0,0.71,0,0,1.62,0.99,0,0,0.62,0,0.05,0,0.94,0,0,1.34,0.71,0,0,NA,0,0,0,0.71,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,641,NA,NA,NA,NA,NA,"c(652981.018986541, 5547379.06117494)",652981.0189865406,5547379.061174943
11603,NA,NA,4604871,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706820551,356460872,661.6324517086631,300.625474.584724.501797.317242.078030,300.625474.584724.501797.317242.078030,ELKR,"{11315,3216,11656,11319}",{WCT},NA,1,1,0.0676,NA,2.84,2.22,0,0,0.62,0,0.05,0.18,1.82,0.17,0,1.2,1.21,0,0,0,0,0,0.18,0.86,0.17,0,2.84,2.22,0,0,0.62,0,0.05,0.18,1.82,0.17,0,1.2,1.21,0,0,NA,0,0,0.18,0.86,0.17,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,642,NA,NA,NA,NA,NA,"c(653589.012172739, 5546517.89192627)",653589.0121727395,5546517.891926267
1279,61514,NA,NA,ASSESSED,ROUND,Dry Creek FSR,BARRIER,706821389,356554901,1238,300.625474.584724.501797.379510,300.625474.584724.501797.379510.059716,ELKR,"{1375,1376}",{WCT},{WCT},4,78,0.0363,2549.6088,73.5,72.8,0,4.02,0.04,1.89,2.79,3.81,8.23,7.22,4.63,3.36,3.36,0,0,0,1.19,1.2,0.16,0.11,0.4,0.08,16.78,16.78,0,0,0,1.86,2.6,3.32,6.99,2,0,2.93,2.93,0,0,NA,1.19,1.2,0.16,0.11,0.26,0,elk,DRYC900,11,Dry Creek Tributary,Dry Creek FSR,BARRIER,0.3,LOW,VAST RESOURCE SOLUTIONS INC.,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=61627,ali,643,NA,NA,NA,NA,NA,"c(656579, 5544598)",656579,5544598
21501,NA,NA,24735004,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706821337,356537390,1685.707073094863,300.625474.584724.603707,300.625474.584724.603707.421945,ELKR,"{11313,11527}",NA,NA,2,2,0.065,112.5032,3.46,3.26,0,0.92,0.2,0.14,0,0.53,1.88,0.6,0.11,1.02,1.02,0,0,0,0,0,0.3,0.61,0.01,0.11,1.14,1.14,0,0,0,0,0,0.29,0.84,0,0,0.91,0.91,0,0,NA,0,0,0.29,0.61,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,644,NA,NA,NA,NA,NA,"c(649780.31573417, 5544959.05950165)",649780.3157341698,5544959.059501646
11528,NA,NA,4604760,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706819430,356490175,1445.6712406049282,300.625474.584724.501797.317242.299308,300.625474.584724.501797.317242.299308.339257,ELKR,"{11216,11316,3216,11656,11319}",NA,NA,2,3,0.0605,150.4782,3.91,3.57,0,1.58,0.34,0,0.11,1.11,1.48,0.57,0,1.35,1.01,0,0,0.34,0,0.08,0.65,0.29,0,0,2.02,1.69,0,1.58,0.34,0,0.09,1.07,0.53,0,0,1.35,1.02,0,0,NA,0,0.09,0.64,0.29,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,645,NA,NA,NA,NA,NA,"c(653548.195212016, 5548842.74750387)",653548.1952120162,5548842.747503874
11315,NA,NA,4604418,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706820551,356460872,229.08237185552235,300.625474.584724.501797.317242.078030,300.625474.584724.501797.317242.078030,ELKR,"{3216,11656,11319}",NA,{WCT},1,1,0.0772,NA,3.27,2.65,0,0,0.62,0,0.05,0.45,1.97,0.17,0,0.43,0.43,0,0,0,0,0,0.27,0.15,0,0,3.27,2.65,0,0,0.62,0,0.05,0.45,1.97,0.17,0,0.43,0.43,0,0,NA,0,0,0.27,0.15,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,646,NA,NA,NA,NA,NA,"c(653441.083373345, 5546133.00730074)",653441.0833733449,5546133.00730074
11313,NA,NA,4604416,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706821947,356537390,1154.0818694705374,300.625474.584724.603707,300.625474.584724.603707,ELKR,{11527},NA,NA,2,3,0.058,164.5521,5.01,4.81,0,0.92,0.2,0.14,0,0.88,2.25,1.15,0.39,0.84,0.84,0,0,0,0,0,0.35,0.37,0.11,0.01,1.96,1.96,0,0,0,0,0,0.64,1.22,0.1,0,0.82,0.82,0,0,NA,0,0,0.35,0.38,0.1,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,647,NA,NA,NA,NA,NA,"c(649335.535659251, 5544809.2185144)",649335.5356592509,5544809.2185144015
13074,NA,NA,4606710,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706821012,356495329,284.2302965832054,300.625474.584724.501797.326741,300.625474.584724.501797.326741,ELKR,{13069},NA,NA,2,2,0,113.2742,2.09,1.92,0,0,0.17,0.77,0.03,0.07,0.04,0.07,0.22,0.67,0.58,0,0,0.09,0.59,0,0,0,0,0,1.07,0.9,0,0,0.17,0.77,0.03,0.07,0.02,0,0.01,0.68,0.59,0,0,NA,0.59,0,0,0,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,648,NA,NA,NA,NA,NA,"c(654029.082776485, 5545288.94423447)",654029.0827764848,5545288.944234469
11646,NA,NA,4604930,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706820807,356552574,299.05220973232207,300.625474.584724.501797.310711.025766,300.625474.584724.501797.310711.025766,ELKR,{7517},NA,NA,1,1,0.024,NA,1.09,0.85,0,1.04,0.23,0.61,0.24,0,0,0,0,0.85,0.61,0,0,0.23,0.61,0,0,0,0,0,1.09,0.85,0,1.04,0.23,0.61,0.24,0,0,0,0,0.85,0.61,0,0,NA,0.61,0,0,0,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,649,NA,NA,NA,NA,NA,"c(652606.519759814, 5545762.02971278)",652606.5197598144,5545762.029712776
11656,NA,NA,4604943,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706820891,356562540,545.487932341753,300.625474.584724.501797.317242,300.625474.584724.501797.317242,ELKR,{11319},{WCT},{WCT},3,28,0.0633,1608.5422,34.12,31.88,20.06,3.91,1.51,0.02,2.66,5.81,10.87,6.6,2.21,0.11,0.07,0,0,0.04,0,0,0.04,0,0,0,19.93,18.01,20.06,3.91,1.51,0.02,2.61,5.75,7.96,2.05,0,0.11,0.06,0,0,NA,0,0,0.03,0,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,651,NA,NA,NA,NA,NA,"c(653570.535863211, 5545842.91649659)",653570.5358632111,5545842.916496589
13069,NA,NA,4606705,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706821012,356495329,99.3914586954348,300.625474.584724.501797.326741,300.625474.584724.501797.326741,ELKR,NA,NA,NA,2,2,0.0038,113.2742,2.28,2.11,0,0,0.17,0.95,0.03,0.07,0.04,0.07,0.22,0.19,0.19,0,0,0,0.18,0,0,0,0,0,1.25,1.08,0,0,0.17,0.95,0.03,0.07,0.02,0,0.01,0.18,0.18,0,0,NA,0.18,0,0,0,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,652,NA,NA,NA,NA,NA,"c(653927.205710843, 5545154.15672062)",653927.2057108425,5545154.156720617
13592,NA,NA,4607449,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706819746,356539063,630.2856925599409,300.625474.584724.501797.421982.201219,300.625474.584724.501797.421982.201219,ELKR,{1329},NA,NA,4,43,0.0382,2282.708,51.83,50.97,0,1.29,0.19,0.18,2.13,5.25,9.79,6.32,3.62,6.51,6.51,0,0,0,0.05,1.27,3.38,0.39,0.3,0.33,11.11,11.11,0,0,0,0.03,1.37,4.21,4.82,0.69,0,4.93,4.93,0,0,NA,0.01,1.27,3.38,0.28,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,653,NA,NA,NA,NA,NA,"c(659283.851612965, 5547543.53587203)",659283.8516129648,5547543.535872025
10192,NA,NA,4603134,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706820551,356460872,1868.3371967025903,300.625474.584724.501797.317242.078030,300.625474.584724.501797.317242.078030,ELKR,"{11603,11315,3216,11656,11319}",{WCT},NA,1,1,0.1434,NA,1.64,1.01,0,0,0.62,0,0.05,0,0.96,0,0,0.02,0.02,0,0,0,0,0,0,0.02,0,0,1.64,1.01,0,0,0.62,0,0.05,0,0.96,0,0,0.02,0.02,0,0,NA,0,0,0,0.02,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,654,NA,NA,NA,NA,NA,"c(652992.060011941, 5547362.01605554)",652992.0600119412,5547362.016055538
12856,NA,NA,4606441,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706832902,356453061,213.727715198733,300.625474.584724.412090.240087.504930,300.625474.584724.412090.240087.504930,ELKR,"{12857,12738,3257}",{EB},NA,2,3,0.1157,234.1478,5.18,5.18,NA,NA,0,0,0.03,0,0.44,1.75,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,1.02,NA,NA,0,0,0.03,0,0.15,0.85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,655,NA,NA,NA,NA,NA,"c(664269.962922753, 5512177.83536249)",664269.9629227531,5512177.835362493
1548,112336,NA,NA,ASSESSED,ROUND,Alexander Rd,BARRIER,706832864,356566667,18655,300.625474.584724.412090.240087,300.625474.584724.412090.240087.504930,ELKR,{3257},"{BT,CRS,EB,RB,WCT}","{BT,EB,WCT}",4,106,0.0022,9934.4542,173.18,170.85,0,6.61,2.27,11.07,11.91,20.12,47.76,15.77,11.17,60.39,60.27,0,0,0.11,10.02,8.27,4.09,5.43,5.93,4.09,51.05,50.77,0,0.35,0.28,10.68,8.27,11.45,17.38,2.61,0.13,24.8,24.79,0,0,NA,9.94,7.96,4.03,2.41,0.47,-0.01,elk,ALEX207,11,Alexander Creek,Alexander Rd,BARRIER,1.2,MEDIUM,VAST RESOURCE SOLUTIONS INC.,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=112516,ali,657,NA,NA,NA,NA,NA,"c(664407, 5512294)",664407,5512294
8588,NA,NA,4601374,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706834120,356549622,3304.66486309122,300.625474.584724.412090.232117,300.625474.584724.412090.232117.297451,ELKR,"{8612,13174}","{BT,DV,EB,WCT}",{BT},4,43,0.0109,2471.7582,59.69,58.15,0,0,0.09,5.11,4.21,1.25,2.87,2.68,4.81,6.64,6.64,0,0,0,1.27,0.06,0.34,0.03,0.26,0.01,11.95,11.87,0,0,0.08,5.04,4.2,1.16,1.08,0.39,0,1.71,1.7,0,0,NA,1.27,0.06,0.33,0.03,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,658,NA,NA,NA,NA,NA,"c(660639.838120576, 5507763.06630246)",660639.8381205763,5507763.066302463
13239,NA,NA,4606916,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706833925,356539459,146.66161293936912,300.625474.584724.412090.232117.392260,300.625474.584724.412090.232117.392260,ELKR,"{8475,8588,8612,13174}",NA,NA,3,6,0.0792,109.9088,5.19,5.19,NA,NA,0,0.03,0.03,0.26,0.03,0.19,0.97,3.69,3.69,0,0,0,0.03,0.03,0.26,0.03,0.19,0.97,0.53,0.53,NA,NA,0,0.03,0.02,0.26,0.03,0.19,0,0.53,0.53,0,0,NA,0.03,0.02,0.26,0.03,0.19,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,659,NA,NA,NA,NA,NA,"c(660509.027104895, 5508704.0756495)",660509.0271048953,5508704.075649503
8504,NA,NA,4601285,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706833895,356549622,4645.34973510927,300.625474.584724.412090.232117,300.625474.584724.412090.232117.399423,ELKR,"{8474,8588,8612,13174}","{BT,DV,EB,WCT}",{BT},4,30,0.0218,2054.6855,43.37,41.83,0,0,0.09,3.34,4.11,0.65,2.77,2.03,3.56,0.05,0.05,0,0,0,0.05,0,0,0,0,0,9.04,8.97,0,0,0.08,3.27,4.11,0.57,1.02,0,0,0.05,0.06,0,0,NA,0.05,0,0,0,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,661,NA,NA,NA,NA,NA,"c(660610.499007987, 5508950.9185929)",660610.4990079866,5508950.9185929
NA,50099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cabin03,11,unnamed tributary to Cabin Creek,Ram,BARRIER,2,MEDIUM,GRAINGER,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=50099,ali,1336,NA,NA,NA,NA,NA,"c(671958, 5441166)",671958,5441166
1495,102996,NA,NA,ASSESSED,ROUND,Hwy #3,BARRIER,706834784,356503668,74,300.625474.584724.412090.177768,300.625474.584724.412090.177768,ELKR,{271},NA,NA,2,6,7e-4,659.5944,11.76,11.76,NA,NA,0,0.12,0,2.95,4.92,1.58,1.04,1.66,1.66,0,0,0,0.08,0,0.01,1.03,0.07,0,0.06,0.06,NA,NA,0,0.06,0,0,0,0,0,0.06,0.06,0,0,NA,0.06,0,0,0,0,0,elk,MICH023,11,Roberts Ck,Hwy #3,BARRIER,1,MEDIUM,VAST RESOURCE SOLUTIONS INC.,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=103176,ali,662,NA,NA,NA,NA,NA,"c(657706, 5506272)",657706,5506272
7641,NA,NA,4600324,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706835876,356542362,23.953283517448483,300.625474.584724.412090.240087.140502.019832,300.625474.584724.412090.240087.140502.019832,ELKR,NA,NA,NA,2,4,0.1305,93.3511,4.08,4.08,NA,NA,0,0,0.25,0.83,1,0.33,0.19,0.17,0.17,0,0,0,0,0,0,0.16,0,0,1.74,1.74,NA,NA,0,0,0.25,0.83,0.47,0.2,0,0.17,0.17,0,0,NA,0,0,0,0.17,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,663,NA,NA,NA,NA,NA,"c(663865.235357857, 5502437.38735988)",663865.2353578572,5502437.387359885
12738,NA,NA,4606292,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706832902,356453061,31.316656416194164,300.625474.584724.412090.240087.504930,300.625474.584724.412090.240087.504930,ELKR,{3257},NA,{EB},2,3,0.1594,234.1478,5.36,5.36,NA,NA,0,0,0.03,0,0.44,1.93,0.58,0.1,0.1,0,0,0,0,0,0,0,0.1,0,1.2,1.2,NA,NA,0,0,0.03,0,0.15,1.03,0,0.1,0.1,0,0,NA,0,0,0,0,0.11,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,664,NA,NA,NA,NA,NA,"c(664449.5239565, 5512164.98350977)",664449.5239564999,5512164.983509767
8612,NA,NA,4601403,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706834690,356549622,1132.7128678001093,300.625474.584724.412090.232117,300.625474.584724.412090.232117.098839,ELKR,{13174},"{BT,EB,WCT}","{BT,DV,EB,WCT}",4,57,0.0326,3089.7338,79.39,77.86,0,0,0.09,6.11,5.72,2.03,4.8,3.93,5.48,7.13,7.14,0,0,0,0.67,1.51,0.39,0.99,0.22,0,17.26,17.19,0,0,0.08,6.04,5.72,1.94,2.89,0.61,0,3.59,3.6,0,0,NA,0.67,1.52,0.39,0.95,0.09,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,666,NA,NA,NA,NA,NA,"c(660670.987705365, 5505743.0925812)",660670.9877053648,5505743.092581201
3168,NA,636,NA,BCDAMS,DAM,ERICKSON CREEK DAM,BARRIER,706833895,356549622,4700.222450649043,300.625474.584724.412090.232117,300.625474.584724.412090.232117.399423,ELKR,"{8504,8474,8588,8612,13174}","{BT,DV,EB,WCT}",{BT},4,30,0.0114,2054.6855,43.32,41.78,0,0,0.09,3.29,4.11,0.65,2.77,2.03,3.56,31.32,29.78,0,0,0.09,3.26,3.81,0.59,2.56,1.09,1.93,8.99,8.91,0,0,0.08,3.22,4.11,0.57,1.02,0,0,8.45,8.37,0,0,NA,3.19,3.81,0.51,0.87,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,667,NA,NA,NA,NA,NA,"c(660595.015632413, 5509003.37738613)",660595.0156324126,5509003.377386129
9476,NA,NA,4602333,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706835685,356558325,2739.3939491047477,300.625474.584724.412090.249462,300.625474.584724.412090.249462.296001,ELKR,{246},"{CT,EB,WCT}",{WCT},3,12,0.0617,645.8282,14.64,14.64,NA,NA,0,0.01,0.27,1.79,4.81,3.76,1.39,3.85,3.85,0,0,0,0,0,1.74,1.73,0.09,0.28,4.67,4.67,NA,NA,0,0,0,1.78,2.88,0,0,2.83,2.83,0,0,NA,0,0,1.75,1.09,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,668,NA,NA,NA,NA,NA,"c(657845.122854811, 5503227.01608193)",657845.1228548107,5503227.016081926
249,50249,NA,4601481,ASSESSED,ROUND,Spruce,BARRIER,706834995,356503668,1331,300.625474.584724.412090.177768,300.625474.584724.412090.177768.149055,ELKR,"{1495,271}",NA,NA,2,4,0.1069,458.9739,8.36,8.36,NA,NA,0,0.04,0,1.36,3.89,1.51,1.04,2.79,2.79,0,0,0,0,0,1.36,1.3,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,elk,Michel27,11,unnamed tributary to Michel Creek,Spruce,BARRIER,3.6,HIGH,GRAINGER,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=50249,ali,669,NA,NA,NA,NA,NA,"c(657517, 5505182)",657517,5505182
8475,NA,NA,4601252,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706833925,356539459,37.3280964736557,300.625474.584724.412090.232117.392260,300.625474.584724.412090.232117.392260,ELKR,"{8588,8612,13174}",NA,NA,3,6,0.0116,109.9088,5.3,5.3,NA,NA,0,0.14,0.03,0.26,0.03,0.19,0.97,0.11,0.11,0,0,0,0.11,0,0,0,0,0,0.64,0.64,NA,NA,0,0.14,0.02,0.26,0.03,0.19,0,0.11,0.11,0,0,NA,0.11,0,0,0,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,670,NA,NA,NA,NA,NA,"c(660574.805240382, 5508618.78532243)",660574.8052403822,5508618.78532243
13173,NA,NA,4606820,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706835876,356542362,192.63672462038807,300.625474.584724.412090.240087.140502.019832,300.625474.584724.412090.240087.140502.019832,ELKR,{7641},NA,NA,2,4,0.1081,93.3511,3.91,3.91,NA,NA,0,0,0.25,0.83,0.84,0.33,0.19,0.19,0.19,0,0,0,0,0,0,0.2,0,0,1.57,1.57,NA,NA,0,0,0.25,0.83,0.3,0.2,0,0.19,0.19,0,0,NA,0,0,0,0.19,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,672,NA,NA,NA,NA,NA,"c(663717.749230002, 5502366.75974265)",663717.7492300018,5502366.75974265
8474,NA,NA,4601251,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706833923,356549622,4336.136413482333,300.625474.584724.412090.232117,300.625474.584724.412090.232117.392260,ELKR,"{8588,8612,13174}","{BT,DV,EB,WCT}",{BT},4,32,0,2173.8001,46.34,44.8,0,0,0.09,3.7,4.12,0.65,2.81,2.03,3.56,0.34,0.34,0,0,0,0.35,0,0,0,0,0,9.4,9.33,0,0,0.08,3.63,4.12,0.57,1.02,0,0,0.34,0.34,0,0,NA,0.35,0,0,0,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,673,NA,NA,NA,NA,NA,"c(660604.080244634, 5508653.10570297)",660604.0802446341,5508653.105702974
NA,50106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cabin10,11,unnamed tributary to Storm Creek,Storm Creek,BARRIER,2,MEDIUM,GRAINGER,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=50106,ali,1337,NA,NA,NA,NA,NA,"c(665457, 5444075)",665457,5444075
12857,NA,NA,4606442,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706832902,356453061,135.0453052212604,300.625474.584724.412090.240087.504930,300.625474.584724.412090.240087.504930,ELKR,"{12738,3257}",{EB},NA,2,3,0.1547,234.1478,5.26,5.26,NA,NA,0,0,0.03,0,0.44,1.83,0.58,0.08,0.08,0,0,0,0,0,0,0,0.08,0,1.1,1.1,NA,NA,0,0,0.03,0,0.15,0.92,0,0.08,0.08,0,0,NA,0,0,0,0,0.07,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,674,NA,NA,NA,NA,NA,"c(664348.374247274, 5512173.44788518)",664348.3742472745,5512173.44788518
10388,NA,NA,4603356,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706816284,356550105,287.643692921538,300.625474.584724.688005,300.625474.584724.688005,ELKR,NA,NA,NA,3,5,0.1314,91.2006,5.37,5.37,NA,NA,0,0,0,0,0.99,1.14,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.32,NA,NA,0,0,0,0,0.2,0.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,676,NA,NA,NA,NA,NA,"c(647497.0112271, 5556963.96391901)",647497.0112271002,5556963.963919006
12640,NA,NA,4606145,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706814157,356487579,516.4632255136825,300.625474.584724.501797.674066.607624,300.625474.584724.501797.674066.607624,ELKR,"{11043,10950,10951,10940,13051,7548,11094}",NA,NA,3,5,0.126,86.8853,3.13,3.13,NA,NA,0,0,0,0,0.31,0.44,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,NA,NA,0,0,0,0,0.3,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,677,NA,NA,NA,NA,NA,"c(656820.992188578, 5560073.99150044)",656820.9921885777,5560073.991500445
13202,NA,NA,4606861,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706816581,356441394,558.0413519365329,300.625474.584724.684188,300.625474.584724.684188,ELKR,{10387},NA,NA,2,2,0.1379,43.7159,2.59,2.59,NA,NA,0,0,0,0,0.78,0.62,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,1.21,NA,NA,0,0,0,0,0.72,0.49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,678,NA,NA,NA,NA,NA,"c(647855.763067732, 5556403.25209208)",647855.763067732,5556403.252092081
13646,NA,NA,4607565,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706816617,356488472,883.7611646714199,300.625474.584724.501797.535128.340381,300.625474.584724.501797.535128.340381.173804,ELKR,"{11923,7813,7819,1360}",NA,NA,3,7,0.2443,94.0666,5.82,5.82,NA,NA,0,0.05,0.01,0.05,1.94,0.47,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,679,NA,NA,NA,NA,NA,"c(658343.133196224, 5554829.73261692)",658343.1331962238,5554829.732616925
